event_id,user_id,session_id,event_type,product_id,search_query,device_type,timestamp
75895d41-0b1d-4919-a6ba-16ddd31af678,6167,sess_713f3bda3cc74226,session_start,,,mobile,2026-09-13T19:35:16.094420+00:00
ad0e9f93-f3cf-43a6-96bf-4b060b4429d6,9136,sess_ecac013cb49f4237,product_view,160,,desktop,2026-09-13T19:35:12.340618+00:00
63694036-b34b-44a9-a562-ea599c0943b8,,sess_80fdde6743134c63,product_view,5,dress,mobile,2026-09-13T19:34:59.272726+00:00
303cb20f-8132-4faa-a640-62d70c43fe88,,sess_80fdde6743134c63,search,,dress,mobile,2026-09-13T19:34:48.272726+00:00
c0808528-3817-4fec-8c86-8e17a4def4e3,9136,sess_ecac013cb49f4237,product_view,20,,desktop,2026-09-13T19:34:47.340618+00:00
e5fe2b33-35a7-4ba7-884d-8ce548863766,7149,sess_3890382544b849fb,checkout_started,,,mobile,2026-09-13T19:34:46.351091+00:00
fbe8dfe3-566e-40a7-a46c-bccf7135a6a4,,sess_80fdde6743134c63,homepage_view,,,mobile,2026-09-13T19:34:36.272726+00:00
0e3878c5-6e84-4fb4-96b5-56136887a538,,sess_80fdde6743134c63,session_start,,,mobile,2026-09-13T19:34:33.272726+00:00
d6da7eb6-ebca-498f-8b8e-73513c593e37,9136,sess_ecac013cb49f4237,category_view,,,desktop,2026-09-13T19:34:22.340618+00:00
b4d314e1-bec2-456d-8951-537b13025286,,sess_165ac29e12ba4221,product_view,202,,mobile,2026-09-13T19:34:03.066757+00:00
13380cb1-7d87-43c4-bc0e-dd8867e7f291,9136,sess_ecac013cb49f4237,homepage_view,,,desktop,2026-09-13T19:34:02.340618+00:00
da73399c-aa26-4a68-bacc-c088a11a0abb,9136,sess_ecac013cb49f4237,session_start,,,desktop,2026-09-13T19:33:59.340618+00:00
91a08f58-a4dd-4391-825f-db68c2bd6ab9,7149,sess_3890382544b849fb,add_to_cart,36,,mobile,2026-09-13T19:33:32.351091+00:00
ba5aa35f-dd39-4704-8ca2-25da0530977c,,sess_165ac29e12ba4221,product_view,57,,mobile,2026-09-13T19:33:15.066757+00:00
ee0c85c5-a8a5-482c-8d7d-b36473d4b0b4,,sess_165ac29e12ba4221,category_view,,,mobile,2026-09-13T19:33:02.066757+00:00
0c888314-72d3-4b1b-9da0-57dde1318618,7149,sess_3890382544b849fb,product_view,36,formal blazer,mobile,2026-09-13T19:32:50.351091+00:00
564cdb97-eb19-4c7d-aff6-cb8c202d4b31,,sess_165ac29e12ba4221,homepage_view,,,mobile,2026-09-13T19:32:47.066757+00:00
5501a476-fa88-42cf-8ecd-c83003cd5f8d,7149,sess_3890382544b849fb,search,,formal blazer,mobile,2026-09-13T19:32:45.351091+00:00
b4251af8-5b71-4462-9858-907de6bd3941,,sess_165ac29e12ba4221,session_start,,,mobile,2026-09-13T19:32:38.066757+00:00
f0a432d6-01ec-4ef9-a7c9-da5bc5ab6526,7149,sess_3890382544b849fb,homepage_view,,,mobile,2026-09-13T19:32:25.351091+00:00
fcce066d-f6cc-4731-b55c-b321131f7982,7149,sess_3890382544b849fb,session_start,,,mobile,2026-09-13T19:32:18.351091+00:00
6ae4c5d8-013a-4e53-bd0d-eaaf8553b74e,6088,sess_2c523a81db954ebb,checkout_abandoned,,,desktop,2026-09-13T19:27:58.956021+00:00
21aa77e1-3e78-4ecf-b385-697f6a3c8b1d,6088,sess_2c523a81db954ebb,checkout_started,,,desktop,2026-09-13T19:27:06.956021+00:00
78cc1781-ea73-462d-9e02-d4313812af40,6088,sess_2c523a81db954ebb,add_to_cart,123,,desktop,2026-09-13T19:26:46.956021+00:00
96fb2385-b246-4b50-a404-986fc72ab460,6088,sess_2c523a81db954ebb,product_view,123,red heels,desktop,2026-09-13T19:26:26.956021+00:00
15627054-7278-4040-a867-1e41c6a3753b,6088,sess_2c523a81db954ebb,search,,red heels,desktop,2026-09-13T19:26:17.956021+00:00
6dd7fd7a-2f5a-4037-8d55-e97c2c126a0e,6088,sess_2c523a81db954ebb,homepage_view,,,desktop,2026-09-13T19:26:06.956021+00:00
8349283d-aa60-4816-9b09-f9bae1447400,6088,sess_2c523a81db954ebb,session_start,,,desktop,2026-09-13T19:26:01.956021+00:00
60523acf-8b79-4d71-bf2c-6cf2b29731ff,9722,sess_cd82fe174d30408a,wishlist_add,144,,desktop,2026-09-13T19:24:26.087249+00:00
948cb022-a7a5-47e2-a545-ee52ea1d0c55,9722,sess_cd82fe174d30408a,product_view,144,,desktop,2026-09-13T19:24:03.087249+00:00
836a2228-c1b2-4019-8ab9-3bff3363bbcb,9722,sess_cd82fe174d30408a,homepage_view,,,desktop,2026-09-13T19:23:43.087249+00:00
aa49c2e0-57b9-46f9-9759-a95b66136924,9722,sess_cd82fe174d30408a,session_start,,,desktop,2026-09-13T19:23:36.087249+00:00
a30ce82b-17c3-4e13-a6b6-6574659105d5,6587,sess_90a819c4088046e6,homepage_view,,,desktop,2026-09-13T19:21:24.918030+00:00
923fa696-826c-47fd-bbd6-83f12bf610a0,6587,sess_90a819c4088046e6,session_start,,,desktop,2026-09-13T19:21:18.918030+00:00
d9eed95e-8c96-44a8-bc6b-ee40c346c17d,8212,sess_85e352c26ae24cec,product_view,201,,mobile,2026-09-13T19:18:25.600304+00:00
f6d69b82-e62d-42e8-a1df-d0ff00ab5b20,8212,sess_85e352c26ae24cec,product_view,14,,mobile,2026-09-13T19:17:37.600304+00:00
a1a186f3-2212-4912-a212-f270016c7f52,8212,sess_85e352c26ae24cec,product_view,34,,mobile,2026-09-13T19:16:56.600304+00:00
7caf2017-b3d2-40f8-9b3a-7e6e6586a21b,6136,sess_3ec63df1c79545fd,product_view,141,,mobile,2026-09-13T19:16:50.503348+00:00
db85c494-71cb-47fa-b867-cd8d41fa4dad,6592,sess_0a19522542e94edd,product_view,162,,mobile,2026-09-13T19:16:38.453160+00:00
24b6df9e-0642-4ffc-8eff-f5aba7e4c349,8212,sess_85e352c26ae24cec,category_view,,,mobile,2026-09-13T19:16:34.600304+00:00
6a84a134-b060-4fc6-a5c5-df9105f18dad,6136,sess_3ec63df1c79545fd,category_view,,,mobile,2026-09-13T19:16:27.503348+00:00
cba5f534-a0df-4ded-be23-23a92a601151,8212,sess_85e352c26ae24cec,homepage_view,,,mobile,2026-09-13T19:16:26.600304+00:00
8d08ca00-d766-402e-872f-1739ee2b8265,6136,sess_3ec63df1c79545fd,homepage_view,,,mobile,2026-09-13T19:16:21.503348+00:00
a03a91e0-b1dc-4870-bc14-6f076a9b207f,6592,sess_0a19522542e94edd,product_view,147,,mobile,2026-09-13T19:16:19.453160+00:00
8918d45a-a54c-4bd5-8535-5c5793092cd2,8212,sess_85e352c26ae24cec,session_start,,,mobile,2026-09-13T19:16:16.600304+00:00
3f2caaa4-210f-46fd-9ea1-dccedf8ce11d,6136,sess_3ec63df1c79545fd,session_start,,,mobile,2026-09-13T19:16:13.503348+00:00
02e5e712-7158-415a-9dc4-818a5aebf18b,7641,sess_33f77393148c4946,wishlist_add,63,,mobile,2026-09-13T19:16:06.229237+00:00
43dfcae8-fbfd-495b-a94d-0d14e6edaca9,6592,sess_0a19522542e94edd,product_view,232,,mobile,2026-09-13T19:16:01.453160+00:00
45f66126-7ae2-4af5-aaba-3452e3632747,7641,sess_33f77393148c4946,product_view,63,,mobile,2026-09-13T19:15:53.229237+00:00
f0a50ddd-094a-446e-8f57-66d0e2a6993b,6592,sess_0a19522542e94edd,category_view,,,mobile,2026-09-13T19:15:47.453160+00:00
340bce77-b575-47c2-8f90-cacf771cd0b0,6592,sess_0a19522542e94edd,homepage_view,,,mobile,2026-09-13T19:15:42.453160+00:00
0ecb15a0-654e-4800-a1aa-8b744891df1e,7641,sess_33f77393148c4946,homepage_view,,,mobile,2026-09-13T19:15:37.229237+00:00
312ab2ba-37b4-48ac-a1a8-592a7803e74c,7641,sess_33f77393148c4946,session_start,,,mobile,2026-09-13T19:15:34.229237+00:00
24a424eb-d6c2-4fa5-98fa-cf39b195a58a,6592,sess_0a19522542e94edd,session_start,,,mobile,2026-09-13T19:15:32.453160+00:00
5b4d5e28-2ec7-420f-ba84-51d0761c2415,11772,sess_5879aa66fd3c4cb0,homepage_view,,,mobile,2026-09-13T19:14:03.992595+00:00
1bd9ebbb-fd2a-4843-9cff-c6b2c2faa7e0,11772,sess_5879aa66fd3c4cb0,session_start,,,mobile,2026-09-13T19:13:55.992595+00:00
60d613fc-9acd-4839-b023-e27d98ff8ff7,8511,sess_f2a31b1b669b4118,homepage_view,,,mobile,2026-09-13T19:10:56.199199+00:00
420f578a-32c7-4d8a-8214-89d7897c7712,7926,sess_5e16d584b7f14460,purchase_completed,224,,desktop,2026-09-13T19:10:51.893465+00:00
fa278ac6-ec5e-4812-ad55-e404c963fdd1,8511,sess_f2a31b1b669b4118,session_start,,,mobile,2026-09-13T19:10:46.199199+00:00
114a658c-7003-4b90-a3b2-6b375b04e7bb,,sess_7114a17a67c24aeb,product_view,55,,desktop,2026-09-13T19:10:37.888745+00:00
604e1ba1-cc7b-47ab-8b6e-d8e0726e53e3,7926,sess_5e16d584b7f14460,checkout_started,,,desktop,2026-09-13T19:10:01.893465+00:00
114bc418-cc1b-4ddf-b931-0e1bdab71b32,,sess_7114a17a67c24aeb,product_view,220,,desktop,2026-09-13T19:09:52.888745+00:00
19b5a674-4127-4694-91bb-47318665b694,,sess_7114a17a67c24aeb,category_view,,,desktop,2026-09-13T19:09:41.888745+00:00
e7cf5539-3770-4258-ac2b-d280080585e1,,sess_7114a17a67c24aeb,homepage_view,,,desktop,2026-09-13T19:09:24.888745+00:00
941e0024-8830-4ab6-8295-eb3ead7ae4fb,,sess_7114a17a67c24aeb,session_start,,,desktop,2026-09-13T19:09:16.888745+00:00
c5c14840-fadd-40ac-beb8-ba737ea8d26d,7926,sess_5e16d584b7f14460,add_to_cart,224,,desktop,2026-09-13T19:09:07.893465+00:00
638276a5-9e71-4229-afed-a71d311bde55,11557,sess_8c62f5f1cad24097,product_view,47,,desktop,2026-09-13T19:08:57.780764+00:00
0fac4bf7-319f-4950-a16f-b26810733a2f,11557,sess_8c62f5f1cad24097,category_view,,,desktop,2026-09-13T19:08:32.780764+00:00
de51ae80-34fc-4382-868a-220353486d49,7926,sess_5e16d584b7f14460,product_view,224,black shirt,desktop,2026-09-13T19:08:25.893465+00:00
0894682c-d765-4617-ae55-8835d8e5b3e3,11830,sess_dfe29a03106946c1,purchase_completed,4,,mobile,2026-09-13T19:08:22.424455+00:00
f3318933-6136-4452-aacd-ee63a8e30c2e,11557,sess_8c62f5f1cad24097,homepage_view,,,desktop,2026-09-13T19:08:20.780764+00:00
dc52dcba-6212-4c02-a237-fd169817fc6d,11557,sess_8c62f5f1cad24097,session_start,,,desktop,2026-09-13T19:08:15.780764+00:00
64d9ea40-a126-4ded-a153-027fbfe4bf9c,7926,sess_5e16d584b7f14460,search,,black shirt,desktop,2026-09-13T19:08:11.893465+00:00
71be19f9-5b7e-47d2-ab63-c7e72a1e4bdc,7926,sess_5e16d584b7f14460,homepage_view,,,desktop,2026-09-13T19:08:01.893465+00:00
426584ab-b742-4979-8ed0-a47fd6d92fea,7926,sess_5e16d584b7f14460,session_start,,,desktop,2026-09-13T19:07:51.893465+00:00
f4c0b2b9-6504-47e5-9d13-34d5b485b304,11830,sess_dfe29a03106946c1,checkout_started,,,mobile,2026-09-13T19:07:40.424455+00:00
41f53563-c04a-4f14-b48a-420585a0d35b,11830,sess_dfe29a03106946c1,add_to_cart,4,,mobile,2026-09-13T19:06:25.424455+00:00
32bbf5ed-465d-4abe-9334-ffe504f29a41,11830,sess_dfe29a03106946c1,product_view,4,,mobile,2026-09-13T19:05:45.424455+00:00
f1c76562-fcc8-4e54-9fb6-a62c4cd104e0,11830,sess_dfe29a03106946c1,homepage_view,,,mobile,2026-09-13T19:05:29.424455+00:00
789b46f9-a334-40cc-af7e-d94920dfb4ad,11830,sess_dfe29a03106946c1,session_start,,,mobile,2026-09-13T19:05:19.424455+00:00
3a797bc0-6eea-4217-a8fb-d6aa9c3b2358,,sess_86588ba57abc41b7,product_view,162,,mobile,2026-09-13T19:04:18.925896+00:00
9c038bc7-a55d-4237-93bf-87788aead577,9751,sess_7bb1faabfba947a7,purchase_completed,82,,desktop,2026-09-13T19:04:12.848870+00:00
f79541b1-7b2d-44f7-b6fa-01c9b66e0d74,,sess_86588ba57abc41b7,product_view,237,,mobile,2026-09-13T19:03:43.925896+00:00
1477987f-c26b-4ca3-8a35-7a96d501ce4b,,sess_86588ba57abc41b7,category_view,,,mobile,2026-09-13T19:03:34.925896+00:00
2dec941b-5123-448a-8cae-002839120245,6701,sess_09574d737c304b44,product_view,188,,mobile,2026-09-13T19:03:31.286673+00:00
6a6dcfea-3d3d-4581-b266-b244dcd20e85,,sess_86588ba57abc41b7,homepage_view,,,mobile,2026-09-13T19:03:26.925896+00:00
336ec864-e730-4f64-b7f9-b15a0435f67e,9751,sess_7bb1faabfba947a7,checkout_started,,,desktop,2026-09-13T19:03:23.848870+00:00
8071689d-e7f6-4fbe-80b7-30c95bb9c66e,,sess_86588ba57abc41b7,session_start,,,mobile,2026-09-13T19:03:20.925896+00:00
e6e6b3dc-f634-4a7b-8205-efe491453fbf,6701,sess_09574d737c304b44,product_view,158,,mobile,2026-09-13T19:02:56.286673+00:00
b5a20490-39cc-4035-ac81-242d3885f6b1,6701,sess_09574d737c304b44,product_view,23,,mobile,2026-09-13T19:02:34.286673+00:00
08fbb3dd-cb62-46af-b745-cead20164c30,9751,sess_7bb1faabfba947a7,add_to_cart,82,,desktop,2026-09-13T19:02:32.848870+00:00
804bb9fa-f737-49e2-8cae-d102a326b277,6701,sess_09574d737c304b44,category_view,,,mobile,2026-09-13T19:02:09.286673+00:00
483117bb-26f8-4ed2-8bd7-303655e36f5b,6701,sess_09574d737c304b44,homepage_view,,,mobile,2026-09-13T19:01:58.286673+00:00
38232938-2950-40ab-8568-3b9a71039118,9751,sess_7bb1faabfba947a7,product_view,82,,desktop,2026-09-13T19:01:54.848870+00:00
b24674f7-d871-48b3-ab08-2cd2b39fb610,6701,sess_09574d737c304b44,session_start,,,mobile,2026-09-13T19:01:52.286673+00:00
bfceb25a-7ba6-4946-a970-5ab6561073a9,9751,sess_7bb1faabfba947a7,homepage_view,,,desktop,2026-09-13T19:01:40.848870+00:00
8092f7dc-7162-4368-9d54-b409a817d342,9751,sess_7bb1faabfba947a7,session_start,,,desktop,2026-09-13T19:01:37.848870+00:00
34d8087a-41b6-48db-8ca2-6077ab5cb6a8,7678,sess_9f0d327751714301,product_view,4,,mobile,2026-09-13T19:00:55.707661+00:00
daf4637a-511d-47cf-898c-b1f0c56ced2d,7678,sess_9f0d327751714301,category_view,,,mobile,2026-09-13T19:00:35.707661+00:00
bab4950f-22c1-4ea3-9931-e3c3bb6a4fd1,7678,sess_9f0d327751714301,homepage_view,,,mobile,2026-09-13T19:00:28.707661+00:00
d65a6cc7-c639-4f9e-89c9-5ddfcdccf248,7678,sess_9f0d327751714301,session_start,,,mobile,2026-09-13T19:00:20.707661+00:00
5b9ccf1e-6b05-4262-abb0-edd555b59d42,8587,sess_8d351d38c8dc4e7f,wishlist_add,236,,desktop,2026-09-13T18:57:08.074887+00:00
ca85e56a-2b3a-470e-8e1e-b091ff389e97,8587,sess_8d351d38c8dc4e7f,product_view,236,,desktop,2026-09-13T18:56:43.074887+00:00
a7d25864-0145-49c0-9825-7ac058a73ec2,8587,sess_8d351d38c8dc4e7f,homepage_view,,,desktop,2026-09-13T18:56:29.074887+00:00
6e8e24c6-b69b-4696-91c5-bb1f212d5b62,8587,sess_8d351d38c8dc4e7f,session_start,,,desktop,2026-09-13T18:56:23.074887+00:00
8ca32b18-8255-49fa-bb7a-3d78787202f8,11929,sess_22b28242eb4f488a,homepage_view,,,desktop,2026-09-13T18:55:55.471239+00:00
54e9151f-ae09-49d3-89c6-b2970d333d06,11929,sess_22b28242eb4f488a,session_start,,,desktop,2026-09-13T18:55:49.471239+00:00
f655f49a-9c0d-4896-8cb5-95bb2f0dc29a,6668,sess_b182b2ffe256458a,checkout_abandoned,,,mobile,2026-09-13T18:55:09.033654+00:00
24181403-7e41-4f66-bae3-bbf22f560f94,6668,sess_b182b2ffe256458a,checkout_started,,,mobile,2026-09-13T18:54:27.033654+00:00
9dad5554-9646-4fed-94a3-2b6b5a1e4f75,6668,sess_b182b2ffe256458a,add_to_cart,169,,mobile,2026-09-13T18:53:54.033654+00:00
3a65ce80-4662-407a-9085-bce6564f67f7,6668,sess_b182b2ffe256458a,product_view,169,retro minimalist white leather sneakers,mobile,2026-09-13T18:53:31.033654+00:00
1c11d895-4cd4-4d6a-bd6a-0b5b6417506d,6668,sess_b182b2ffe256458a,search,,retro minimalist white leather sneakers,mobile,2026-09-13T18:53:25.033654+00:00
bfcb1fdc-fd2d-44e8-8fcb-b9cb5bad5aea,6668,sess_b182b2ffe256458a,homepage_view,,,mobile,2026-09-13T18:53:17.033654+00:00
c5814d5a-81f2-4df6-97a6-9c81f463d313,6668,sess_b182b2ffe256458a,session_start,,,mobile,2026-09-13T18:53:12.033654+00:00
99c8ea80-c76a-4757-95fe-d6225e54356f,6950,sess_726e352d51b64abe,wishlist_add,18,,desktop,2026-09-13T18:53:02.931856+00:00
feb3f4a2-5956-4900-bcc9-8b56820f67c5,6950,sess_726e352d51b64abe,product_view,18,,desktop,2026-09-13T18:52:49.931856+00:00
e8fd1330-900c-4673-9fe8-a609133a1ceb,6950,sess_726e352d51b64abe,homepage_view,,,desktop,2026-09-13T18:52:42.931856+00:00
0d48c67c-44d3-42f6-a416-ea668cd5995d,7243,sess_b1d0f8c529a645b6,homepage_view,,,mobile,2026-09-13T18:52:40.960547+00:00
5cd95221-a729-40e1-96d2-29201efdb755,6950,sess_726e352d51b64abe,session_start,,,desktop,2026-09-13T18:52:35.931856+00:00
8aab8dc5-1afa-474d-8b94-b389e8094451,7243,sess_b1d0f8c529a645b6,session_start,,,mobile,2026-09-13T18:52:34.960547+00:00
e1449f4b-e9d7-43ce-8bbf-626afb594c24,11278,sess_94f1108179554a5e,checkout_abandoned,,,mobile,2026-09-13T18:48:36.994475+00:00
f4ea2b69-e379-4b03-a4ea-310ba04e3307,11278,sess_94f1108179554a5e,checkout_started,,,mobile,2026-09-13T18:48:03.994475+00:00
77840756-d4b9-4a15-b393-6849d2393c4a,9962,sess_4b097f3248ad49e8,checkout_abandoned,,,desktop,2026-09-13T18:48:03.879654+00:00
86c05024-0a64-4f3d-b1c9-4d452aeff2d2,11278,sess_94f1108179554a5e,add_to_cart,41,,mobile,2026-09-13T18:47:37.994475+00:00
c67883d7-7739-4c6f-9b69-53202a64f369,9962,sess_4b097f3248ad49e8,checkout_started,,,desktop,2026-09-13T18:47:30.879654+00:00
fef0bc26-7e10-4c1e-b751-c8b7b25a7426,11278,sess_94f1108179554a5e,product_view,41,kurta,mobile,2026-09-13T18:47:02.994475+00:00
76efb951-9930-4978-9cc3-14631225a611,9962,sess_4b097f3248ad49e8,add_to_cart,172,,desktop,2026-09-13T18:47:02.879654+00:00
ab678fe4-1592-4f91-b5b8-b30da7740107,11278,sess_94f1108179554a5e,search,,kurta,mobile,2026-09-13T18:46:52.994475+00:00
f6370225-9b1d-439f-af92-80e9aa69214e,11278,sess_94f1108179554a5e,homepage_view,,,mobile,2026-09-13T18:46:37.994475+00:00
4002f9eb-565b-4dba-b136-8b4caac90bc9,11278,sess_94f1108179554a5e,session_start,,,mobile,2026-09-13T18:46:34.994475+00:00
8b326a2c-fe5c-43d5-a8ef-4f0dc5341470,9962,sess_4b097f3248ad49e8,product_view,172,white sneakers,desktop,2026-09-13T18:46:24.879654+00:00
40aad19f-b702-40c1-bf78-6a5d31c965c6,9962,sess_4b097f3248ad49e8,search,,white sneakers,desktop,2026-09-13T18:46:13.879654+00:00
ff6f66bb-d95a-4ebb-b4dd-ad8f25d3b98a,9962,sess_4b097f3248ad49e8,homepage_view,,,desktop,2026-09-13T18:45:57.879654+00:00
335ba885-8826-4930-9fd8-318cc2bb013b,9962,sess_4b097f3248ad49e8,session_start,,,desktop,2026-09-13T18:45:53.879654+00:00
75d57b53-9fd5-4298-82b7-af0a2b4124f4,11327,sess_eb795f735fa849e3,checkout_abandoned,,,mobile,2026-09-13T18:41:51.916136+00:00
bf140a79-28c7-4467-ad0b-f609cb7d29e1,11327,sess_eb795f735fa849e3,checkout_started,,,mobile,2026-09-13T18:41:00.916136+00:00
