event_id,user_id,session_id,event_type,product_id,search_query,device_type,timestamp,event_date,event_hour
036d2b36785d46c78f33021c27de6e06,9725.0,sess_793dadbb959642a4,product_view,239.0,perfume,mobile,2026-08-25 17:35:15.008106,2026-08-25,17
fb1d3f97b55c4954ac3459f681beb72c,9725.0,sess_793dadbb959642a4,add_to_cart,239.0,,mobile,2026-08-25 17:36:15.008106,2026-08-25,17
20b7bed7d70f4c3fa9b54fa6e4780d3d,9725.0,sess_793dadbb959642a4,checkout_started,,,mobile,2026-08-25 17:37:18.008106,2026-08-25,17
ea31968336e74b33afde9b54285e1876,9725.0,sess_793dadbb959642a4,purchase_completed,239.0,,mobile,2026-08-25 17:38:03.008106,2026-08-25,17
0affa66b5cc94a23b9968644ccd4f7d1,7310.0,sess_4d6828b94399449c,session_start,,,mobile,2026-09-10 01:48:02.014449,2026-09-10,01
d567591fba7e4abcb21657da38810eb1,7310.0,sess_4d6828b94399449c,homepage_view,,,mobile,2026-09-10 01:48:08.014449,2026-09-10,01
edc6301de2184a5a8ae285417c4b2c1a,7310.0,sess_4d6828b94399449c,search,,summer cotton casual kurta below 1500,mobile,2026-09-10 01:48:26.014449,2026-09-10,01
18717b3861ac4c77adb49a9eb2a5d858,7310.0,sess_4d6828b94399449c,product_view,178.0,summer cotton casual kurta below 1500,mobile,2026-09-10 01:48:33.014449,2026-09-10,01
4da10fa40dce48b293d3424a68b93ce3,7310.0,sess_4d6828b94399449c,add_to_cart,178.0,,mobile,2026-09-10 01:49:33.014449,2026-09-10,01
cf40d06dbfba4b8ca2be7219558d58c5,7310.0,sess_4d6828b94399449c,checkout_started,,,mobile,2026-09-10 01:50:12.014449,2026-09-10,01
57047b43fcb64eeb8abadeb35f1269f2,7310.0,sess_4d6828b94399449c,purchase_completed,178.0,,mobile,2026-09-10 01:51:16.014449,2026-09-10,01
83ee4a2a092340798eed29e4ed2050e3,7543.0,sess_c50e7437ea454346,session_start,,,mobile,2026-08-25 23:35:28.093424,2026-08-25,23
fe7404fade3f4e6782338deacacebf48,7543.0,sess_c50e7437ea454346,homepage_view,,,mobile,2026-08-25 23:35:33.093424,2026-08-25,23
83762481764a4021906bc4f977aee0e5,9093.0,sess_6376a3e9cdc2417c,session_start,,,mobile,2026-08-23 08:12:43.701203,2026-08-23,08
3248619907ad465aac616bc22be9f87f,9093.0,sess_6376a3e9cdc2417c,homepage_view,,,mobile,2026-08-23 08:12:49.701203,2026-08-23,08
8c7fe6ec31da45c891e864219ff2c9f8,9093.0,sess_6376a3e9cdc2417c,search,,summer cotton casual kurta below 1500,mobile,2026-08-23 08:13:09.701203,2026-08-23,08
81596f226c7649b88258c6e3dbfaf9e6,9093.0,sess_6376a3e9cdc2417c,product_view,71.0,summer cotton casual kurta below 1500,mobile,2026-08-23 08:13:13.701203,2026-08-23,08
69463580bc1b4d6d91a9e4b8876773b7,9093.0,sess_6376a3e9cdc2417c,add_to_cart,71.0,,mobile,2026-08-23 08:13:41.701203,2026-08-23,08
f9fda4dfe0fc4c89b50cd6e4ea823d30,9093.0,sess_6376a3e9cdc2417c,checkout_started,,,mobile,2026-08-23 08:14:18.701203,2026-08-23,08
c1bcf77ba99e4fc799a618915ae7b6a2,9093.0,sess_6376a3e9cdc2417c,checkout_abandoned,,,mobile,2026-08-23 08:15:12.701203,2026-08-23,08
105b3f9e7d404832a9c7c57a085b338c,,sess_9756796486c04a77,session_start,,,desktop,2026-08-23 21:12:40.914121,2026-08-23,21
bd4e554a32ef4d8998ecf982ece92b68,,sess_9756796486c04a77,homepage_view,,,desktop,2026-08-23 21:12:45.914121,2026-08-23,21
e1c57be212de4091bffd1385385fc5cc,,sess_b4fddf62eced4dc0,session_start,,,desktop,2026-09-12 10:32:44.212553,2026-09-12,10
0dbae630728b4d3b9c71ff2a95bc04c1,,sess_b4fddf62eced4dc0,homepage_view,,,desktop,2026-09-12 10:32:48.212553,2026-09-12,10
6958b9d555af4028af8dce9befaa5a45,,sess_b4fddf62eced4dc0,category_view,,,desktop,2026-09-12 10:33:03.212553,2026-09-12,10
33ed696027074c749680217b7007cc33,,sess_b4fddf62eced4dc0,product_view,77.0,,desktop,2026-09-12 10:33:20.212553,2026-09-12,10
848fa9fcdfe14e6d9110e376e5aac8a2,6988.0,sess_6a684b2dbc264588,session_start,,,desktop,2026-08-16 13:07:37.152246,2026-08-16,13
e932457398594b2c870a2dc355c9611d,6988.0,sess_6a684b2dbc264588,homepage_view,,,desktop,2026-08-16 13:07:45.152246,2026-08-16,13
09129e6518844909825b68a1fe2a4c1f,6988.0,sess_6a684b2dbc264588,search,,black shirt,desktop,2026-08-16 13:07:50.152246,2026-08-16,13
e5488ed2501b4c7393e3d02817e13404,6988.0,sess_6a684b2dbc264588,product_view,19.0,black shirt,desktop,2026-08-16 13:07:54.152246,2026-08-16,13
553c70e3b85f4be1bc61f402187d3756,6988.0,sess_6a684b2dbc264588,add_to_cart,19.0,,desktop,2026-08-16 13:08:39.152246,2026-08-16,13
82eb755ebab945e0b52fa7e6d3b25268,6988.0,sess_6a684b2dbc264588,checkout_started,,,desktop,2026-08-16 13:09:10.152246,2026-08-16,13
f55090d205014d9080c883858138a91d,6988.0,sess_6a684b2dbc264588,checkout_abandoned,,,desktop,2026-08-16 13:09:48.152246,2026-08-16,13
b0549004f4f44bf9a7c6c8db67ad1720,6477.0,sess_61808ffda2aa4e06,session_start,,,mobile,2026-09-05 07:33:42.931329,2026-09-05,07
6e4af6c35d144edbbb7b4e4787f1f670,6477.0,sess_61808ffda2aa4e06,homepage_view,,,mobile,2026-09-05 07:33:49.931329,2026-09-05,07
1bf6d1598f1847f9b0da55ba084ed1f3,6477.0,sess_61808ffda2aa4e06,search,,summer cotton casual kurta below 1500,mobile,2026-09-05 07:34:02.931329,2026-09-05,07
5dce49ffe0d04d4a9ee58045926e0f57,6477.0,sess_61808ffda2aa4e06,product_view,77.0,summer cotton casual kurta below 1500,mobile,2026-09-05 07:34:14.931329,2026-09-05,07
89751f203bed40179285ac7dd9fced97,6477.0,sess_61808ffda2aa4e06,add_to_cart,77.0,,mobile,2026-09-05 07:34:36.931329,2026-09-05,07
16d8fb0da681453fb49e95be6116ce55,6477.0,sess_61808ffda2aa4e06,checkout_started,,,mobile,2026-09-05 07:35:02.931329,2026-09-05,07
587f16b8b1b94683be48fbde58cbf1ef,6477.0,sess_61808ffda2aa4e06,purchase_completed,77.0,,mobile,2026-09-05 07:35:57.931329,2026-09-05,07
20da52c163ba4f0d8cf2bd37b2797b6e,10543.0,sess_e4f3e9b12c8a4425,session_start,,,desktop,2026-08-19 01:16:47.570828,2026-08-19,01
9c5f45379cc64b05a5e45b349974f603,10543.0,sess_e4f3e9b12c8a4425,homepage_view,,,desktop,2026-08-19 01:16:56.570828,2026-08-19,01
3c04f884040847a39e3b8f453c48a1f0,10543.0,sess_e4f3e9b12c8a4425,search,,navy tailored oxford shirt pure cotton,desktop,2026-08-19 01:17:01.570828,2026-08-19,01
35dcbca7069943bcac7e7c1d904083c0,10543.0,sess_e4f3e9b12c8a4425,product_view,75.0,navy tailored oxford shirt pure cotton,desktop,2026-08-19 01:17:07.570828,2026-08-19,01
40662c584a4c47a79f9141beb503e717,10543.0,sess_e4f3e9b12c8a4425,add_to_cart,75.0,,desktop,2026-08-19 01:17:25.570828,2026-08-19,01
db2e27941562436dbfcd05be17c61d71,10543.0,sess_e4f3e9b12c8a4425,checkout_started,,,desktop,2026-08-19 01:17:45.570828,2026-08-19,01
1b57d99e0c7246b791dce90e565a033b,10543.0,sess_e4f3e9b12c8a4425,checkout_abandoned,,,desktop,2026-08-19 01:18:37.570828,2026-08-19,01
df046b589d2d4e709fe648a090be4ce6,7501.0,sess_77e76111b65e4bbe,session_start,,,mobile,2026-08-15 11:50:36.973803,2026-08-15,11
a8325b6acb7245e3883882981a597277,7501.0,sess_77e76111b65e4bbe,homepage_view,,,mobile,2026-08-15 11:50:42.973803,2026-08-15,11
df38fcd53c7841dfbe354e2f9208ef72,7501.0,sess_77e76111b65e4bbe,search,,emerald green satin slip dress for evening party,mobile,2026-08-15 11:50:52.973803,2026-08-15,11
cd9b746be4c544d093f0a20da4f6aed6,7501.0,sess_77e76111b65e4bbe,product_view,212.0,emerald green satin slip dress for evening party,mobile,2026-08-15 11:50:56.973803,2026-08-15,11
d6d6efd5011f4a1e9cbcd96e02db60a5,7501.0,sess_77e76111b65e4bbe,add_to_cart,212.0,,mobile,2026-08-15 11:51:17.973803,2026-08-15,11
5326c95f0b1c4dbd8b6c899cba844c9e,7501.0,sess_77e76111b65e4bbe,checkout_started,,,mobile,2026-08-15 11:52:24.973803,2026-08-15,11
8174090e561844c291b46fbd9836904f,7501.0,sess_77e76111b65e4bbe,purchase_completed,212.0,,mobile,2026-08-15 11:53:23.973803,2026-08-15,11
f43179a0248c435d82553bafdeff0d17,8923.0,sess_606b607d49ce43cb,session_start,,,mobile,2026-09-05 03:12:03.397061,2026-09-05,03
1ff7cb3ccfbc45459a998ad8d292cb9f,8923.0,sess_606b607d49ce43cb,homepage_view,,,mobile,2026-09-05 03:12:11.397061,2026-09-05,03
76aea4d8ad5347e3b6d30efe90790ec9,8923.0,sess_606b607d49ce43cb,search,,formal blazer,mobile,2026-09-05 03:12:30.397061,2026-09-05,03
da2cf83fe64f49988d9ca87b3c0e82b0,8923.0,sess_606b607d49ce43cb,product_view,24.0,formal blazer,mobile,2026-09-05 03:12:40.397061,2026-09-05,03
2d5500a6e10a422881455f79115133b0,8923.0,sess_606b607d49ce43cb,add_to_cart,24.0,,mobile,2026-09-05 03:13:00.397061,2026-09-05,03
8762df15335d4a15ae083cd7276348e3,8923.0,sess_606b607d49ce43cb,checkout_started,,,mobile,2026-09-05 03:13:59.397061,2026-09-05,03
2a7963b8ca8d4f4b926fe5cc3fd9cc06,8923.0,sess_606b607d49ce43cb,purchase_completed,24.0,,mobile,2026-09-05 03:15:00.397061,2026-09-05,03
b1b953e927d845919aaa588bc7806ab9,10091.0,sess_2bb56d850a2f4589,session_start,,,mobile,2026-09-03 01:22:36.096704,2026-09-03,01
a334a26c6fa843159ab9494eb3c540ee,10091.0,sess_2bb56d850a2f4589,homepage_view,,,mobile,2026-09-03 01:22:39.096704,2026-09-03,01
a7bdf8fc16514bc8aa861415a604b4d2,10091.0,sess_2bb56d850a2f4589,category_view,,,mobile,2026-09-03 01:22:55.096704,2026-09-03,01
9ae1cb5e95cc4542a093bc02b35da095,10091.0,sess_2bb56d850a2f4589,product_view,145.0,,mobile,2026-09-03 01:23:03.096704,2026-09-03,01
586078c902254c2583d8ee73c12da860,,sess_422a44276fd34d32,session_start,,,desktop,2026-09-01 06:33:20.574397,2026-09-01,06
43d2c388148c491ab6d99d5e29888d28,,sess_422a44276fd34d32,homepage_view,,,desktop,2026-09-01 06:33:23.574397,2026-09-01,06
4f9a2ada57ee4ee39f50b6e981a39df5,,sess_422a44276fd34d32,category_view,,,desktop,2026-09-01 06:33:36.574397,2026-09-01,06
12e375a807c5472582d65bb635a794b8,,sess_422a44276fd34d32,product_view,40.0,,desktop,2026-09-01 06:33:48.574397,2026-09-01,06
4fe0a824fb4441899e89d1eb59f48a11,,sess_422a44276fd34d32,product_view,175.0,,desktop,2026-09-01 06:34:09.574397,2026-09-01,06
578b5f366930419b8ec9ae7330f9f48f,9266.0,sess_8515e7352ac24d76,session_start,,,mobile,2026-09-05 14:10:44.734590,2026-09-05,14
b6576258f29f494884e55f36532855ec,9266.0,sess_8515e7352ac24d76,homepage_view,,,mobile,2026-09-05 14:10:54.734590,2026-09-05,14
6a0bcad0d1064f4facb38492a07865f8,9266.0,sess_8515e7352ac24d76,search,,charcoal wool blazer formal slim fit,mobile,2026-09-05 14:11:00.734590,2026-09-05,14
726cbb8124a44cc5b4da16d7550e9256,9266.0,sess_8515e7352ac24d76,product_view,133.0,charcoal wool blazer formal slim fit,mobile,2026-09-05 14:11:08.734590,2026-09-05,14
9a5fe310028343bdba03ebdebbe17f6e,9266.0,sess_8515e7352ac24d76,add_to_cart,133.0,,mobile,2026-09-05 14:11:32.734590,2026-09-05,14
e84104f876f043b4ae03c685eaee9f14,9266.0,sess_8515e7352ac24d76,checkout_started,,,mobile,2026-09-05 14:12:22.734590,2026-09-05,14
c8fd0f4e9962458889d016db4c286d43,9266.0,sess_8515e7352ac24d76,purchase_completed,133.0,,mobile,2026-09-05 14:13:01.734590,2026-09-05,14
fb2de5fa03e54c3588bab8b8f86c7e6d,6227.0,sess_ac6153ab72f747d4,session_start,,,mobile,2026-08-21 07:23:24.666286,2026-08-21,07
83295c9ac08e4f64a55e34b6903546f6,6227.0,sess_ac6153ab72f747d4,homepage_view,,,mobile,2026-08-21 07:23:30.666286,2026-08-21,07
35839b55d86b4203bd6604d5042481f4,6227.0,sess_ac6153ab72f747d4,search,,retro minimalist white leather sneakers,mobile,2026-08-21 07:23:35.666286,2026-08-21,07
992e0378e2cb4abaa33ec10783b53779,6227.0,sess_ac6153ab72f747d4,product_view,133.0,retro minimalist white leather sneakers,mobile,2026-08-21 07:23:46.666286,2026-08-21,07
458f252550724db99695a82b6787b458,6227.0,sess_ac6153ab72f747d4,add_to_cart,133.0,,mobile,2026-08-21 07:24:17.666286,2026-08-21,07
797036de3cc04df0baf1b44534f9ca47,6227.0,sess_ac6153ab72f747d4,checkout_started,,,mobile,2026-08-21 07:24:43.666286,2026-08-21,07
b60c8daf0d454b988751538074c5f17b,6227.0,sess_ac6153ab72f747d4,checkout_abandoned,,,mobile,2026-08-21 07:25:40.666286,2026-08-21,07
e364370ffc8f4a908500e6616328152c,6844.0,sess_02d6d854821a44b2,session_start,,,mobile,2026-09-01 02:19:49.143749,2026-09-01,02
964f282911ff4705a03dcdc498638037,6844.0,sess_02d6d854821a44b2,homepage_view,,,mobile,2026-09-01 02:19:58.143749,2026-09-01,02
e843bac9ce7f42ddaa85fcf126c1b2a4,6844.0,sess_02d6d854821a44b2,search,,oversized tee,mobile,2026-09-01 02:20:09.143749,2026-09-01,02
fd9a3f5f748c4ea18b139cc9508cd61b,6844.0,sess_02d6d854821a44b2,product_view,132.0,oversized tee,mobile,2026-09-01 02:20:14.143749,2026-09-01,02
19ae665938244202911b4bc9621bcabe,6844.0,sess_02d6d854821a44b2,add_to_cart,132.0,,mobile,2026-09-01 02:20:40.143749,2026-09-01,02
90869043155e41349b4168195f363696,6844.0,sess_02d6d854821a44b2,checkout_started,,,mobile,2026-09-01 02:21:06.143749,2026-09-01,02
b2de5c0f58dc4d9f8677439afee6f843,6844.0,sess_02d6d854821a44b2,checkout_abandoned,,,mobile,2026-09-01 02:21:44.143749,2026-09-01,02
6f6ae8de459f4f8a8e46d419f1b319d7,6020.0,sess_8b881c3244174355,session_start,,,mobile,2026-09-10 11:03:49.027008,2026-09-10,11
d04318a20db0459fa9b2380e2c9a6c35,6020.0,sess_8b881c3244174355,homepage_view,,,mobile,2026-09-10 11:03:55.027008,2026-09-10,11
dbeff06152cc464a934b2ce5accbeb79,7155.0,sess_46491a4aa4134ad5,session_start,,,tablet,2026-08-28 19:49:44.964072,2026-08-28,19
8e96bd4a7dc241428cc340b08ed29a43,7155.0,sess_46491a4aa4134ad5,homepage_view,,,tablet,2026-08-28 19:49:52.964072,2026-08-28,19
69586a325dd442de8525c7f1a99a33b6,7155.0,sess_46491a4aa4134ad5,category_view,,,tablet,2026-08-28 19:49:59.964072,2026-08-28,19
5369578f7a4046c4a8ec6ca459a977a7,7155.0,sess_46491a4aa4134ad5,product_view,243.0,,tablet,2026-08-28 19:50:23.964072,2026-08-28,19
9367b02433db45caa853b902d15b0a41,7155.0,sess_46491a4aa4134ad5,product_view,218.0,,tablet,2026-08-28 19:51:00.964072,2026-08-28,19
9bb3632a4ce6402b9ba14cbfac267b37,7155.0,sess_46491a4aa4134ad5,product_view,93.0,,tablet,2026-08-28 19:51:36.964072,2026-08-28,19
c429360ba697409f9e327047c7ba8ce8,8130.0,sess_3b598d4512ee48cf,session_start,,,desktop,2026-08-24 23:30:51.163292,2026-08-24,23
58648084940a46609cc7ce9c5e56da25,8130.0,sess_3b598d4512ee48cf,homepage_view,,,desktop,2026-08-24 23:30:57.163292,2026-08-24,23
672dd54bd7df49e38b4360822efb47fb,9536.0,sess_9aad8f8a1d704a7c,session_start,,,mobile,2026-09-12 20:31:27.470447,2026-09-12,20
43a2f340b6bc4c47a1361ade053edace,9536.0,sess_9aad8f8a1d704a7c,homepage_view,,,mobile,2026-09-12 20:31:33.470447,2026-09-12,20
cdeebb68966a42a7b67082e300da8481,9536.0,sess_9aad8f8a1d704a7c,search,,perfume,mobile,2026-09-12 20:31:48.470447,2026-09-12,20
591552cf121449758b7d41d6ada7430f,9536.0,sess_9aad8f8a1d704a7c,product_view,60.0,perfume,mobile,2026-09-12 20:31:52.470447,2026-09-12,20
8e7ee75391b049228906c72315786860,9536.0,sess_9aad8f8a1d704a7c,add_to_cart,60.0,,mobile,2026-09-12 20:32:21.470447,2026-09-12,20
d4dad18ce4a44a34ad91229ecde83bb5,9536.0,sess_9aad8f8a1d704a7c,checkout_started,,,mobile,2026-09-12 20:33:04.470447,2026-09-12,20
92588fe39bec44ffb0b11448f3c53244,9536.0,sess_9aad8f8a1d704a7c,checkout_abandoned,,,mobile,2026-09-12 20:33:47.470447,2026-09-12,20
c04c9ef0a5df4a0998de5696de96228f,11929.0,sess_17621a88ac3a45c9,session_start,,,mobile,2026-08-19 09:42:58.081336,2026-08-19,09
a5fc3a85f2654d1eba46e876a18a4bad,11929.0,sess_17621a88ac3a45c9,homepage_view,,,mobile,2026-08-19 09:43:03.081336,2026-08-19,09
a215e1f9ee6a421eb12cc209dfb6a830,11929.0,sess_17621a88ac3a45c9,category_view,,,mobile,2026-08-19 09:43:18.081336,2026-08-19,09
7e74294d4ee7444c81b2f4da346f60ba,11929.0,sess_17621a88ac3a45c9,product_view,194.0,,mobile,2026-08-19 09:43:34.081336,2026-08-19,09
366538d279d848a798d8b2410d8d960b,,sess_947c60eb161b4714,session_start,,,mobile,2026-08-17 19:42:09.332027,2026-08-17,19
e43285e2e60441aebcaa4b0ec6a8a3e5,,sess_947c60eb161b4714,homepage_view,,,mobile,2026-08-17 19:42:16.332027,2026-08-17,19
cc474a018e0f467c8d4c72f40b1b8ea8,,sess_947c60eb161b4714,search,,formal blazer,mobile,2026-08-17 19:42:33.332027,2026-08-17,19
0033793e7b174f6caacc65e37d30d953,,sess_947c60eb161b4714,product_view,102.0,formal blazer,mobile,2026-08-17 19:42:39.332027,2026-08-17,19
f2d6c99224414506a5f9abfc413aee31,,sess_947c60eb161b4714,add_to_cart,102.0,,mobile,2026-08-17 19:42:55.332027,2026-08-17,19
6e39c0280231470caee859e2191af0ea,,sess_947c60eb161b4714,checkout_started,,,mobile,2026-08-17 19:43:24.332027,2026-08-17,19
49c4f5a9fe224dcf8f936169cf9b0064,,sess_947c60eb161b4714,checkout_abandoned,,,mobile,2026-08-17 19:44:12.332027,2026-08-17,19
99774897e2fc4d1384a89aa93fc6c0aa,10492.0,sess_97b5dbb711ba4269,session_start,,,desktop,2026-09-13 18:03:15.679017,2026-09-13,18
e85abfaea8684097b039796ef8e74880,10492.0,sess_97b5dbb711ba4269,homepage_view,,,desktop,2026-09-13 18:03:25.679017,2026-09-13,18
b9704e7b47614477938b8960c026aaf4,,sess_181b8e19fb8e4e26,session_start,,,mobile,2026-08-18 07:15:46.025703,2026-08-18,07
c9b04ef20bc44a0daf42429178abe2cb,,sess_181b8e19fb8e4e26,homepage_view,,,mobile,2026-08-18 07:15:56.025703,2026-08-18,07
0fececc8df8a45a5b502afe5a62936ff,,sess_181b8e19fb8e4e26,category_view,,,mobile,2026-08-18 07:16:03.025703,2026-08-18,07
4bdb47afdd82410680eb7069ce5501ae,,sess_181b8e19fb8e4e26,product_view,150.0,,mobile,2026-08-18 07:16:24.025703,2026-08-18,07
9709e52f7d16419588d577ab0165944e,,sess_181b8e19fb8e4e26,product_view,245.0,,mobile,2026-08-18 07:16:44.025703,2026-08-18,07
f2d1b6de2a4c4460975f42c3cc4a48c6,11488.0,sess_24ad6e97b18547ac,session_start,,,mobile,2026-09-13 02:23:05.810373,2026-09-13,02
d120e291601142ee983170c42c770be1,11488.0,sess_24ad6e97b18547ac,homepage_view,,,mobile,2026-09-13 02:23:11.810373,2026-09-13,02
36755eb7ac2d457bac15f5f36b383f16,11488.0,sess_24ad6e97b18547ac,category_view,,,mobile,2026-09-13 02:23:21.810373,2026-09-13,02
67c9496f488d4a2ea370887a5931446c,11488.0,sess_24ad6e97b18547ac,product_view,114.0,,mobile,2026-09-13 02:23:31.810373,2026-09-13,02
a0846751aba0496e8839863c57dd080d,11488.0,sess_24ad6e97b18547ac,product_view,79.0,,mobile,2026-09-13 02:24:05.810373,2026-09-13,02
eb5e6d6af43e425885b0d10663b2d96d,10364.0,sess_7de2c31782004868,session_start,,,desktop,2026-08-24 13:05:33.745701,2026-08-24,13
3bfc4550283745db90406b026a553631,10364.0,sess_7de2c31782004868,homepage_view,,,desktop,2026-08-24 13:05:40.745701,2026-08-24,13
6dc37478374b4647b71affcf86cc6bdf,10364.0,sess_7de2c31782004868,category_view,,,desktop,2026-08-24 13:05:50.745701,2026-08-24,13
3137976455c14d9a8a88ad1c01d803a7,10364.0,sess_7de2c31782004868,product_view,122.0,,desktop,2026-08-24 13:06:11.745701,2026-08-24,13
137c1a84d5644f9fb0b5420cfda2b530,10364.0,sess_7de2c31782004868,product_view,132.0,,desktop,2026-08-24 13:06:50.745701,2026-08-24,13
0e3878c56e844fb496b556136887a538,,sess_80fdde6743134c63,session_start,,,mobile,2026-09-13 19:34:33.272726,2026-09-13,19
fbe8dfe3566e40a7a46cbccf7135a6a4,,sess_80fdde6743134c63,homepage_view,,,mobile,2026-09-13 19:34:36.272726,2026-09-13,19
303cb20f81324faaa64062d70c43fe88,,sess_80fdde6743134c63,search,,dress,mobile,2026-09-13 19:34:48.272726,2026-09-13,19
63694036b34b44a9a562ea599c0943b8,,sess_80fdde6743134c63,product_view,5.0,dress,mobile,2026-09-13 19:34:59.272726,2026-09-13,19
d6638ac2d4084dd58b6135a409c31529,,sess_80fdde6743134c63,add_to_cart,5.0,,mobile,2026-09-13 19:35:21.272726,2026-09-13,19
78ac8ddc8f1f4bd59114b1af6ec8d468,,sess_80fdde6743134c63,checkout_started,,,mobile,2026-09-13 19:36:05.272726,2026-09-13,19
362332e476ba4bafb5bea1d6ad357ca7,,sess_80fdde6743134c63,checkout_abandoned,,,mobile,2026-09-13 19:36:38.272726,2026-09-13,19
eb0a57cba90a4b7795f790ea99e09264,,sess_e30cc90271fb4940,session_start,,,mobile,2026-09-10 19:50:18.924500,2026-09-10,19
6502a0f215424c2ea721928e03656017,,sess_e30cc90271fb4940,homepage_view,,,mobile,2026-09-10 19:50:26.924500,2026-09-10,19
772e6d0474dd4054891a4935c719a95e,,sess_e30cc90271fb4940,product_view,99.0,,mobile,2026-09-10 19:50:42.924500,2026-09-10,19
c8028bc1660f46dd959659653eca4323,,sess_e30cc90271fb4940,add_to_cart,99.0,,mobile,2026-09-10 19:51:02.924500,2026-09-10,19
68d87e03e10449b48dbc5d37bfb03a5a,,sess_e30cc90271fb4940,checkout_started,,,mobile,2026-09-10 19:51:38.924500,2026-09-10,19
13c0f46f4be9451489c9bd458866d99d,,sess_e30cc90271fb4940,purchase_completed,99.0,,mobile,2026-09-10 19:52:34.924500,2026-09-10,19
c465918400a4415ea77822dcfaadc4a7,11814.0,sess_ccfd1c0ba93b458b,session_start,,,mobile,2026-08-30 00:46:55.935058,2026-08-30,00
